2	6344,6340	6345,6341
2	6368,6374	6369,6375
2	6374,6368	6375,6369
2	6404,6398	6405,6399
2	6438,6428	6439,6429
2	6450,6448	6451,6449
2	6462,6460	6463,6461
2	6506,6471	6507,6472
2	6508,6475	6509,6476
2	6621,6544	6622,6545
2	6623,6551	6624,6552
2	6629,6568	6630,6569
2	6631,6570	6632,6571
2	6728,6640	6729,6641
2	6730,6645	6731,6646
2	6732,6664	6733,6665
2	6734,6667	6735,6668
2	6800,6744	6801,6745
2	6803,6747	6804,6748
2	6805,6751	6806,6752
2	7035,6235	7036,6236
2	7037,6273	7038,6274
2	7039,6372	7040,6373
2	7041,6402	7042,6403
2	7039,6372	7040,6373
2	7043,6432	7044,6433
2	7045,6436	7046,6437
2	7047,6494	7048,6495
2	7049,6496	7050,6497
2	7051,6498	7052,6499
2	7053,6500	7054,6501
2	7055,6502	7056,6503
2	7057,6504	7058,6505
2	7059,6651	7060,6652
2	7061,6653	7062,6654
2	7063,6655	7064,6656
2	7065,6657	7066,6658
2	7067,6659	7068,6660
2	7069,6661	7070,6662
2	7071,6755	7072,6756
2	7073,6757	7074,6758
2	7075,6759	7076,6760
2	8378,8376	8379,8377
2	8672,8650	8673,8651
2	8674,8652	8675,8653
2	8676,8937	8677,8938
2	8935,8939	8936,8940
2	9530,9525	9531,9526
2	9536,9533	9537,9534
2	9546,9540	9547,9541
2	9552,9550	9553,9551
2	9577,9575	9578,9576
2	10002,10000	10003,10001
2	10016,9968	10017,9969
2	12763,12782	12764,12783
2	12770,12784	12771,12785
2	12777,12786	12778,12787

3	102,53	103,54	104,55
3	105,78	106,79	107,80
3	108,96	109,97	110,98
3	111,99	112,100	113,101
3	6196,6190	6197,6191	6198,6192
3	8685,8680	8686,8681	8687,8682
3	9481,9484	9482,9485	9483,9486
3	9940,9923	9941,9924	9942,9925
3	9943,9926	9944,9927	9945,9928
3	10013,10010	10014,10011	10015,10012

4	15,5	16,6	17,7	18,8
4	5308,5301	5309,5302	5310,5303	5311,5304
4	5495,5488	5496,5489	5497,5490	5498,5491
4	8627,8623	8628,8624	8629,8625	8630,8626
4	9420,9413	9421,9414	9422,9415	9423,9416
4	9504,9497	9505,9498	9506,9499	9507,9500
4	10070,10065	10071,10066	10072,10067	10073,10068
4	10074,10046	10075,10047	10076,10048	10077,10049
4	10515,10510	10516,10511	10517,10512	10518,10513
4	10539,10532	10540,10533	10541,10534	10542,10535
4	10551,10545	10552,10546	10553,10547	10554,10548
4	10762,10755	10763,10756	10764,10757	10765,10758
4	10776,10769	10777,10770	10778,10771	10779,10772

//5	6625,6559	6626,6560	6627,6561	6626,6562	6628,6563
5	9830,9835	9831,9836	9832,9837	9833,9838	9834,9839
5	9840,9845	9841,9846	9842,9847	9843,9848	9844,9849
5	9855,9850	9856,9851	9857,9852	9858,9853	9859,9854
5	9865,9860	9866,9861	9867,9862	9868,9863	9869,9864
5	9875,9870	9876,9871	9877,9872	9878,9873	9879,9874
5	12720,12725	12721,12726	12722,12727	12723,12728	12724,12729

6	4398,4392	4399,4393	4400,4394	4401,4395	4402,4396	4403,4397
6	4645,4639	4646,4640	4647,4641	4648,4642	4649,4643	4650,4644
6	4657,4651	4658,4652	4659,4653	4660,4654	4661,4655	4662,4656
6	5841,5835	5842,5836	5843,5837	5844,5838	5845,5839	5846,5840
6	9660,9673	9661,9674	9662,9675	9663,9676	9664,9677	9665,9678
6	9781,9770	9782,9771	9783,9772	9784,9773	9785,9774	9786,9775
6	9793,9787	9794,9788	9795,9789	9796,9790	9797,9791	9798,9792
6	9805,9799	9806,9800	9807,9801	9808,9802	9809,9803	9810,9804

7	6625,6559	6626,6560	6626,6560	6627,6561	6626,6562	6626,6562	6628,6563

8	5863,5855	5864,5856	5865,5857	5866,5858	5867,5859	5868,5860	5869,5861	5670,5862
8	10788,10780	10789,10781	10790,10782	10791,10783	10792,10784	10793,10785	10794,10786	10795,10787
8	10804,10796	10805,10797	10806,10798	10807,10799	10808,10800	10809,10801	10810,10802	10811,10803
