//NPC	맵번호	x	y	side	(스크립트)펄숫이름
// ------------------------------------------------------------
//                  초보자의길
// ------------------------------------------------------------
485	12010	5	94	2	막걸리상인
486	12010	50	49	2	출발도우미
486	12017	7	8	2	출발도우미
486	12016	243	77	3	출발도우미

// ------------------------------------------------------------
//                  이벤트 관련 NPC
// ------------------------------------------------------------
//공성타이머
227	2000	20	0	2	공성타이머
227	1997	20	0	2	공성타이머
227	2003	20	0	2	공성타이머
227	2041	20	0	2	공성타이머

//북극상인
600	2956	7	4	2	북극상인

444	2954	14	9	2	산타클로스

//남북무한대전
//494	22	204	107	2	남북무한도우미
494	126	12	2	2	남북성황안내
427	126	198	5	2	남북무한성황
495	120	13	10	2	북팀워프
496	127	13	89	2	남팀워프
// ------------------------------------------------------------
//                  초보자의길
// ------------------------------------------------------------
569	12000	17	10	2	뚝배기깨기심판

// ------------------------------------------------------------
//                  일반 NPC
// ------------------------------------------------------------
0	1	10	9	2	낙랑
426	2190	9	38	2	고구려갑판선원
427	2190	4	38	2	성황할머니
427	2190	9	1	2	성황할머니

//오작교
227	10957	50	0	2	오작교체크
//견우, 직녀, 견우직녀의집
558	10960	10	3	2	견우
559	10960	9	3	2	직녀

//수정노인, 크리스탈노인
569	2720	10	25	2	수정노인
570	2770	10	25	2	크리스탈노인

//보상도우미
//478	2263	75	135	2	보상도우미

//진원관
453	3409	11	6	2	대원왕
454	3419	11	6	2	소원왕
457	3499	11	6	2	수원왕
458	3439	11	6	2	성원왕
459	3449	11	6	2	화원왕
455	3469	11	6	2	토원왕
460	3479	11	6	2	금원왕
461	3489	11	6	2	목원왕
464	3459	11	6	2	참원왕
456	3429	11	6	2	중원왕
463	3470	15	10	2	진봉쇄병사3
463	3570	15	10	2	진봉쇄병사3
462	3490	15	10	2	진봉쇄장군
462	3590	15	10	2	진봉쇄장군
32	14	88	72	2	배전

//고구려진원관
453	3509	11	6	2	대원왕
454	3519	11	6	2	소원왕
456	3529	11	6	2	중원왕
458	3539	11	6	2	성원왕
459	3549	11	6	2	화원왕
464	3559	11	6	2	참원왕
455	3569	11	6	2	토원왕
460	3579	11	6	2	금원왕
461	3589	11	6	2	목원왕
457	3599	11	6	2	수원왕


//고구려경품상
577	11524	3	5	2	고구려경품상
577	11525	3	5	2	고구려경품상
577	11526	3	5	2	고구려경품상

//추석윤도 관련
443	2442	3	5	2	부여경품상1
443	2443	3	5	2	부여경품상2
443	2444	3	5	2	부여경품상3
443	2445	3	5	2	부여경품상4
443	2446	3	5	2	부여경품상5

0	1480	14	14	2	특별오엑스

//묵언수행
375	2545	2	4	2	털보죄수
376	2545	29	4	2	여자죄수
391	2545	24	16	2	수행간수장


//오녀산성
18	10265	33	47	2	성황할머니
28	10265	37	47	2	영혼사
8	10265	35	48	2	쥬모

//회의실0 (2386 맵 젠)
257	2386	1	6	2	떡쇠

//남경, 고대유물연구가
345	2544	5	7	2	고대유물연구가

//일본통신사
//344	14	69	143	2	일본통신사

//세시마을
//백몽연(중화집), 백나연(김장집), 오단미(단오집), 정어언(설날집)
//백세인(추석집), 백남신(중구집), 장명주/장명지(삼짇집), 칠석집(백주연)
//오선릉(섣달집), 백리향(유두집), 혜방스님/(명경사), 백남인(칠성당)
329	10933	6	3	2	촌장
330	10933	7	3	2	촌장부인
331	10934	9	9	2	백몽연
332	10935	7	6	2	백나연
333	10936	12	5	2	오단미
334	10937	4	4	2	정어언
335	10938	9	10	2	백세인
336	10939	5	5	2	백남신
337	10940	7	4	2	장명주
338	10940	8	4	2	장명지
339	10941	9	3	2	백주연
340	10942	12	4	2	오선릉
341	10943	5	5	2	백리향
342	10948	11	16	2	혜방스님
343	10950	12	6	2	영문스님
497	10954	12	6	2	백남인
548	10953	6	34	2	백수인
498	10946	1	1	2	보름달
227	10947	0	11	2	세시논벼젠
488	10945	23	20	2	바람돌이


//부여성장터 NPC들
//322	2393	22	35	2	교환원
//323	2393	11	20	2	해골NPC
//324	2393	16	20	2	도깨비NPC
//325	2393	22	20	2	흉가NPC
//326	2393	30	20	2	백호왕NPC
//327	2393	36	20	2	어전NPC
//328	2393	3	6	2	용궁NPC
547	2393	3	5	2	암상인


//칠지도 이벤트 관련 톨루이, 통신사
//314	28	6	4	2	톨루이

//사냥이벤트도우미 (이벤 할때만 주석 해제.)

316	14401	25	25	2	귀환도우미
316	14401	25	75	2	귀환도우미
316	14401	25	125	2	귀환도우미
316	14401	25	175	2	귀환도우미
316	14401	75	25	2	귀환도우미
316	14401	75	75	2	귀환도우미
316	14401	75	125	2	귀환도우미
316	14401	75	175	2	귀환도우미
316	14401	125	25	2	귀환도우미
316	14401	125	75	2	귀환도우미
316	14401	125	125	2	귀환도우미
316	14401	125	175	2	귀환도우미
316	14401	175	25	2	귀환도우미
316	14401	175	75	2	귀환도우미
316	14401	175	125	2	귀환도우미
316	14401	175	175	2	귀환도우미

//테스트용맵
22	2386	1	2	2	직업전사
20	2386	3	2	2	직업도적
24	2386	1	4	2	직업술사
26	2386	3	4	2	직업도사
28	2386	2	3	2	영혼사

//성문파 관련
291	10786	16	7	2	문파대리인
291	10612	16	7	2	문파대리인
291	10670	16	7	2	문파대리인
291	10728	16	7	2	문파대리인

292	1998	14	19	2	문파성선생
292	2001	14	19	2	문파성선생
292	2042	14	19	2	문파성선생
292	2004	14	19	2	문파성선생

297	10663	10	3	2	문파대장장이
298	10664	8	7	2	문파푸주한
299	10665	10	7	2	문파갑옷상
300	10666	15	4	2	문파포목상
301	10605	10	3	2	문파대장장이
302	10606	8	7	2	문파푸주한
303	10607	10	7	2	문파갑옷상
304	10608	15	4	2	문파포목상
305	10779	10	3	2	문파대장장이
306	10780	8	7	2	문파푸주한
307	10781	10	7	2	문파갑옷상
308	10782	15	4	2	문파포목상
309	10721	10	3	2	문파대장장이
310	10722	8	7	2	문파푸주한
311	10723	10	7	2	문파갑옷상
312	10724	15	4	2	문파포목상



//부여대미궁
279	10540	13	5	2	미궁장기알판매상
280	10541	13	5	2	미궁화투패판매상
281	10542	13	5	2	미궁카드패판매상
282	10543	13	5	2	미궁시약상1
283	10544	13	5	2	미궁시약상2
284	10545	37	3	2	미궁무기장인

//고구려감옥
285	10546	16	14	2	간수장

//사용자오엑스
287	14	70	150	2	사용자오엑스

//아무나오엑스
288	10565	14	14	2	오엑스도우미
288	10566	14	14	2	오엑스도우미
288	10567	14	14	2	오엑스도우미
288	10568	14	14	2	오엑스도우미
288	10569	14	14	2	오엑스도우미
288	10570	14	14	2	오엑스도우미
288	10571	14	14	2	오엑스도우미
288	10572	14	14	2	오엑스도우미
288	10573	14	14	2	오엑스도우미
288	10574	14	14	2	오엑스도우미
288	10575	14	14	2	오엑스도우미
288	10576	14	14	2	오엑스도우미
288	10577	14	14	2	오엑스도우미
288	10578	14	14	2	오엑스도우미
288	10579	14	14	2	오엑스도우미
288	10580	14	14	2	오엑스도우미
288	10581	14	14	2	오엑스도우미
288	10582	14	14	2	오엑스도우미
288	10583	14	14	2	오엑스도우미
288	10584	14	14	2	오엑스도우미
288	10585	14	14	2	오엑스도우미
288	10586	14	14	2	오엑스도우미
288	10587	14	14	2	오엑스도우미
288	10588	14	14	2	오엑스도우미
288	10589	14	14	2	오엑스도우미
288	10590	14	14	2	오엑스도우미
288	10591	14	14	2	오엑스도우미
288	10592	14	14	2	오엑스도우미
288	10593	14	14	2	오엑스도우미
288	10594	14	14	2	오엑스도우미
288	10595	14	14	2	오엑스도우미
288	10596	14	14	2	오엑스도우미

471	2435	6	6	2	한수
472	2435	9	6	2	초패

//부여놀이방
261	2428	2	4	2	부윷돌

261	2428	2	4	2	부윷돌
258	2433	2	4	2	부장돌
259	2436	2	4	2	부화돌
260	2439	2	4	2	부패돌
262	2429	14	11	2	부윷일
263	2430	14	11	2	부윷이
267	11500	3	4	2	차돌
266	11500	1	3	2	기선
269	11503	3	4	2	고윷돌
270	11508	14	11	2	고윷일
271	11509	14	11	2	고윷이
270	11510	14	11	2	고윷일
271	11511	14	11	2	고윷이
272	11512	14	11	2	고윷삼
273	11531	14	11	2	고윷사
268	11504	2	4	2	고장돌
274	11519	3	4	2	빙돌일
275	11520	3	4	2	빙돌이
276	11521	10	3	2	빙돌삼
277	11522	3	4	2	빙돌사
278	11523	3	4	2	빙돌오


// 부여
8	15	6	8	1	쥬모
8	16	6	8	1	쥬모
8	17	6	8	1	쥬모
63	15	6	4	2	소소
18	2	2	4	2	성황할머니
19	3	2	4	2	성황할머니
19	610	3	5	2	성황할머니
9	4	5	5	2	떡쇠
11	7	5	4	2	옥이
13	5	4	5	2	부여포목
15	6	5	4	2	부여갑옷점
17	6	4	4	2	용상인
57	14	110	88	2	얼음돌이
22	12	6	6	2	직업전사
20	13	6	6	2	직업도적
24	19	6	6	2	직업술사
26	18	6	6	2	직업도사
28	1492	6	5	2	영혼사
62	2398	2	4	2	방물장수
180	3204	37	77	2	나무꾼
//172	15	24	4	2	금고주인
105	15	25	8	2	주막행자
135	14	79	153	2	남문행자
136	1822	26	4	2	선착행자
189	14	75	54	2	영채
159	2393	23	35	2	장돌뱅이
157	608	12	8	2	무달
213	2390	28	5	2	미궁상점
237	4	7	5	2	떡쇠마누라
239	7	7	4	2	건포상
238	10548	4	4	2	채희
251	1492	5	6	2	백룡장
252	2399	17	17	2	초보미궁지기
64	6517	3	4	2	재봉사
64	2397	3	4	2	재봉사

//문파대리인
89	2045	10	4	2	문파대리인

//국내성 성황할머니
18	23	2	4	2	성황할머니
19	24	2	4	2	성황할머니
172	30	24	4	2	금고주인
208	2310	5	5	2	백삼
87	2311	5	5	2	백이
175	22	56	39	2	고구려무도가
89	10263	10	4	2	문파대리인
169	1809	35	3	2	고구려선원
159	2309	23	34	2	장돌뱅이
158	614	12	8	2	무두
//217	25	7	5	2	벽돌장수
221	2385	22	7	2	혼례식도우미
222	2385	15	6	2	주례사
251	2313	5	6	2	백룡장
221	1947	14	6	2	혼례식도우미
222	1947	9	4	2	주례사


//부여왕
69	889	18	9	2	부여경비대장
69	889	10	9	2	부여경비대장
70	889	20	11	2	부여경비병
70	889	21	11	2	부여경비병
70	889	20	14	2	부여경비병
70	889	21	14	2	부여경비병
70	889	20	17	2	부여경비병
70	889	21	17	2	부여경비병
70	889	20	20	2	부여경비병
70	889	21	20	2	부여경비병
70	889	20	23	2	부여경비병
70	889	21	23	2	부여경비병
70	889	20	26	2	부여경비병
70	889	21	26	2	부여경비병
70	889	20	29	2	부여경비병
70	889	21	29	2	부여경비병
70	889	20	32	2	부여경비병
70	889	21	32	2	부여경비병
70	889	7	11	2	부여경비병
70	889	8	11	2	부여경비병
70	889	7	14	2	부여경비병
70	889	8	14	2	부여경비병
70	889	7	17	2	부여경비병
70	889	8	17	2	부여경비병
70	889	7	20	2	부여경비병
70	889	8	20	2	부여경비병
70	889	7	23	2	부여경비병
70	889	8	23	2	부여경비병
70	889	7	26	2	부여경비병
70	889	8	26	2	부여경비병
70	889	7	29	2	부여경비병
70	889	8	29	2	부여경비병
70	889	7	32	2	부여경비병
70	889	8	32	2	부여경비병
31	889	14	6	2	부여왕

//부여도우미
//34	14	29	40	2	초보사냥도우미
//35	14	13	78	2	쥐굴도우미
//36	14	38	28	2	사슴굴도우미
//37	14	30	46	2	돼지굴도우미
//38	14	39	144	2	곰굴도우미
//39	14	122	144	2	여우굴도우미
//40	14	17	141	2	인형굴도우미
//50	14	110	126	2	자호굴도우미
//42	14	86	26	2	유령굴도우미
//44	14	105	23	2	흑령굴도우미
//46	14	127	48	2	전갈굴도우미
//48	14	97	113	2	물망동도우미
//51	14	89	143	2	비밀세작도우미
//49	14	71	127	2	흉가도우미

//천상계제일계
2	621	11	11	2	랑구륜
5	621	1	1	2	은구륜
3	621	21	21	2	부구륜
6	621	1	21	2	정구륜
4	621	21	1	2	선구륜
90	1748	10	13	2	천성현
96	1748	10	10	2	천성랑

//12지신의유적
98	661	65	6	2	용노인
72	632	29	53	2	폭12지입장
73	632	30	53	2	방송쿠폰
//250	632	32	10	2	시계장인

//PK12지신의유적
18	1948	29	31	2	성황할머니
155	670	31	2	2	수선도사
186	670	29	2	2	천선도사

//극지방
18	2958	9	8	2	성황할머니
139	2959	7	5	2	천금장인
156	2951	15	17	2	한빙장

//일본
549	2410	9	8	2	만월늑대인간
84	1840	11	6	1	쥬모
63	1840	12	3	2	일본소소
85	1841	5	4	2	옥이
18	1839	2	4	2	성황할머니
19	1838	5	5	2	성황할머니
93	1842	14	3	2	파괴왕
181	2535	10	15	2	안도
185	2534	9	12	2	표신궁역사가
229	1844	37	6	2	호위무사
161	1835	6	5	2	망치상인
86	1835	5	5	2	일본대장장이
434	2533	13	6	2	일본전설대장장이

//일본

166	2532	5	4	2	일본포목상
28	1840	4	4	2	영혼사


//용궁
75	925	12	7	2	용왕
76	925	9	7	2	좌선녀
144	925	17	9	2	거북장군
77	925	15	7	2	우선녀

//도삭산
91	986	14	6	2	도삭산100층주모
358	987	19	9	2	도삭산100층대장장이
28	986	5	7	2	영혼사
18	990	9	8	2	성황할머니
19	991	9	8	2	성황할머니
107	986	23	7	2	도재영

91	992	14	6	2	도삭산200층주모
92	994	6	8	2	도삭산200층갑옷상
28	992	5	7	2	영혼사
18	996	9	8	2	성황할머니
19	997	9	8	2	성황할머니
108	992	22	7	2	도성연

91	998	14	6	2	도삭산300층주모
28	998	5	7	2	영혼사
18	1002	9	8	2	성황할머니
19	1003	9	8	2	성황할머니
110	1000	5	10	2	도주영

91	1004	14	6	2	도삭산400층주모
28	1004	5	7	2	영혼사
18	1008	9	8	2	성황할머니
19	1009	9	8	2	성황할머니
191	1005	5	5	2	도태연

91	1010	14	6	2	도삭산500층주모
28	1010	5	7	2	영혼사
18	1014	9	8	2	성황할머니
19	1015	9	8	2	성황할머니
106	1010	23	6	2	황만령
192	1010	25	6	2	하문주

91	1016	14	6	2	도삭산600층주모
28	1016	5	7	2	영혼사
18	1020	9	8	2	성황할머니
19	1021	9	8	2	성황할머니
193	1016	23	6	2	우가풍

91	1022	14	6	2	도삭산700층주모
28	1022	5	7	2	영혼사
18	1026	9	8	2	성황할머니
19	1027	9	8	2	성황할머니
190	1024	21	12	2	하태현

91	1028	14	6	2	도삭산800층주모
28	1028	5	7	2	영혼사
18	1032	9	8	2	성황할머니
19	1033	9	8	2	성황할머니

//NPC	맵번호	x	y	side	(스크립트)펄숫이름

91	1034	14	6	2	도삭산900층주모
28	1034	5	7	2	영혼사
18	1038	9	8	2	성황할머니
19	1039	9	8	2	성황할머니
138	1030	6	9	2	마석주

348	1034	23	7	2	도나영
109	1034	25	7	2	도재천


346	14503	10	8	2	도삭산대신선
347	976	45	2	2	도삭산신선

349	14502	6	3	2	도삭산1000층갑옷상
350	14502	8	3	2	도삭산1000층포목상

//만리장성
377	856	76	13	2	만리장성잡화상01
378	856	83	12	2	만리장성잡화상02
379	856	36	13	2	만리장성잡화상03
380	856	42	15	2	만리장성잡화상04

381	857	24	52	2	만리장성잡화상05
382	857	20	84	2	만리장성잡화상06
383	857	9	61	2	만리장성잡화상07

384	858	55	32	2	만리장성잡화상08
385	858	25	9	2	만리장성잡화상09
386	858	7	25	2	만리장성잡화상10

387	859	55	19	2	만리장성잡화상11
388	859	35	5	2	만리장성잡화상12
389	859	19	32	2	만리장성잡화상13



//중국
95	4001	11	9	2	무타
100	887	16	7	2	장안황제
601	887	10	11	2	장안경비대장
601	887	20	11	2	장안경비대장
602	887	8	15	2	장안경비병
602	887	9	15	2	장안경비병
602	887	8	17	2	장안경비병
602	887	9	17	2	장안경비병
602	887	8	19	2	장안경비병
602	887	9	19	2	장안경비병
602	887	8	21	2	장안경비병
602	887	9	21	2	장안경비병
602	887	8	23	2	장안경비병
602	887	9	23	2	장안경비병
602	887	8	25	2	장안경비병
602	887	9	25	2	장안경비병
602	887	8	27	2	장안경비병
602	887	9	27	2	장안경비병
602	887	8	29	2	장안경비병
602	887	9	29	2	장안경비병
602	887	8	31	2	장안경비병
602	887	9	31	2	장안경비병
602	887	8	33	2	장안경비병
602	887	9	33	2	장안경비병
602	887	21	15	2	장안경비병
602	887	22	15	2	장안경비병
602	887	21	17	2	장안경비병
602	887	22	17	2	장안경비병
602	887	21	19	2	장안경비병
602	887	22	19	2	장안경비병
602	887	21	21	2	장안경비병
602	887	22	21	2	장안경비병
602	887	21	23	2	장안경비병
602	887	22	23	2	장안경비병
602	887	21	25	2	장안경비병
602	887	22	25	2	장안경비병
602	887	21	27	2	장안경비병
602	887	22	27	2	장안경비병
602	887	21	29	2	장안경비병
602	887	22	29	2	장안경비병
602	887	21	31	2	장안경비병
602	887	22	31	2	장안경비병
602	887	21	33	2	장안경비병
602	887	22	33	2	장안경비병
178	865	6	8	2	대방갑옷
161	864	20	10	2	망치상인
230	863	14	6	2	대방성주모
179	881	14	6	2	중국주모
178	871	6	8	2	낙양갑옷
179	869	14	6	2	중국주모
179	875	14	6	2	중국주모
178	877	6	8	2	현도갑옷
178	883	6	8	2	장안갑옷
143	962	114	142	2	중국공주
178	972	6	8	2	상해갑옷
178	931	6	8	2	남부갑옷
179	929	14	6	2	중국주모
179	945	14	6	2	중국주모
178	936	6	8	2	남부갑옷
178	941	6	8	2	남부갑옷
179	946	14	6	2	중국주모
//18	1489	19	9	2	성황할머니
18	974	9	8	2	성황할머니
18	975	9	8	2	성황할머니
18	879	9	8	2	성황할머니
18	880	9	8	2	성황할머니
18	938	9	8	2	성황할머니
18	939	9	8	2	성황할머니
18	933	9	8	2	성황할머니
18	934	9	8	2	성황할머니
18	885	9	8	2	성황할머니
18	886	9	8	2	성황할머니
18	873	9	8	2	성황할머니
18	874	9	8	2	성황할머니
18	867	9	8	2	성황할머니
18	868	9	8	2	성황할머니
182	927	137	153	2	마타
250	927	136	152	2	마타제자
480	927	146	122	2	피리부는소년
183	670	34	21	2	조왕의동생
184	884	11	5	2	돈유합의달인
240	884	13	5	2	보약의달인
176	858	20	30	2	소림사승려
210	957	32	3	2	산소소탕병사
210	957	33	3	2	산소소탕병사
210	957	34	3	2	산소소탕병사
210	957	32	4	2	산소소탕병사
210	957	33	4	2	산소소탕병사
210	957	34	4	2	산소소탕병사
211	957	33	5	2	산소소탕대장
215	890	12	9	2	서천좌상
218	882	19	9	2	장안성대장간
560	870	19	9	2	낙양성대장간
561	876	19	9	2	현도성대장간
28	881	4	6	2	영혼사
143	862	114	142	2	중국공주
219	866	5	5	2	대방성푸줏간
220	878	5	5	2	현도성푸줏간
231	890	6	9	2	장안성장군
236	890	8	12	2	남천좌상
233	926	44	63	2	병든아이어머니
234	926	43	63	2	병든아이
235	14500	62	44	2	복건성태자
232	969	28	26	2	상해주민
241	10264	23	8	2	주경원
220	937	5	5	2	광동성푸줏간

//장안성길막
602	862	108	80	2	장안성경비병
602	862	117	80	2	장안성경비병

427	943	9	8	2	성황할머니
427	944	9	8	2	성황할머니

539	862	134	14	2	장안성백성
540	881	11	9	2	장안성백성2
541	891	11	10	2	북천좌상
544	14	71	22	2	부여성북문지기
542	53126	11	9	2	영환도사
543	53127	11	16	2	장안성간수
545	53125	10	8	2	흉노장로2
545	504	10	6	2	흉노장로2
10	940	10	7	2	복건성유리공
539	968	35	12	2	상해선원
562	876	10	7	2	자철공



//소림사
//367	12187	51	15	2	박영나한
351	12187	44	15	2	소림사술장수
352	12191	13	10	2	혜천대사
353	12191	17	10	2	철수나한
354	12188	14	10	2	소림사둔갑술
355	12189	16	10	2	원효대사

//흉노족
390	504	8	6	2	흉노장로
//479	1489	18	9	2	흉노족행상인
//505	674	12	13	2	선비족행상인


200	1510	9	9	2	흉노상점1
201	1511	8	6	2	흉노상점2
202	1531	9	9	2	흉노상점3
203	1532	8	6	2	흉노상점4

//북방
101	1897	9	8	2	북방상점1
102	1898	9	7	2	북방상점2
103	1899	8	6	2	북방상점3
104	1900	6	6	2	북방상점4
209	53123	9	9	2	사천족제사장
140	53124	2	6	2	백의장인
147	1912	9	7	2	북천황신수

//환상의섬
134	1596	45	141	2	돌돌이
133	1596	46	141	2	돌순이
362	1596	124	107	2	두만
567	1596	123	105	2	각만
568	1596	125	105	2	흉만
361	1596	139	104	2	비밀
112	1696	10	9	2	원주민장로
126	1698	12	85	2	화화
129	1609	10	7	2	환상의섬갑옷상
128	1622	9	7	2	환상의섬잡화
130	1610	7	7	2	환상의섬대장장이
132	1609	8	7	2	환상의섬포목상
171	1647	8	6	2	환상의섬푸줏간
131	1636	10	7	2	쥬모
28	1636	17	7	2	영혼사
18	1649	9	8	2	성황할머니
18	1650	9	8	2	성황할머니
18	1597	9	8	2	성황할머니
18	1598	9	8	2	성황할머니
18	1699	9	8	2	성황할머니
18	1700	9	8	2	성황할머니
177	1697	13	7	2	원주민주술사
116	1648	101	66	2	전전
168	1698	125	74	2	먹염
187	1648	18	99	2	파바로
188	1611	17	23	2	고균도선착행자
117	1611	18	17	2	조염
174	1691	16	5	2	진백랑
118	1596	16	120	2	진진
121	1698	138	82	2	퉁퉁대감
122	1648	121	93	2	통통대감
120	1596	19	147	2	탕탕대감
115	1648	109	139	2	준준
119	1596	70	110	2	찬찬
242	1648	21	77	2	한상약
113	1698	162	182	2	원주민정령사

466	1698	113	186	2	인성초자매
467	1698	112	187	1	인성초자매
468	1698	113	188	0	인성초자매
469	1698	114	187	3	인성초자매

465	1698	117	191	2	인랑



//환상의섬 가릉도
129	1652	10	7	2	환상의섬갑옷상
132	1652	8	7	2	환상의섬포목상
130	1653	7	7	2	환상의섬대장장이
171	1685	8	6	2	환상의섬푸줏간
131	1674	10	7	2	쥬모

//환상의섬 폭염도
129	1702	10	7	2	환상의섬갑옷상
132	1702	8	7	2	환상의섬포목상
130	1703	7	7	2	환상의섬대장장이
171	1725	8	6	2	환상의섬푸줏간
131	1724	10	7	2	쥬모



//국내성
14	26	3	3	2	국내포목
173	26	5	3	2	비단장수
63	30	6	4	2	소소
8	29	6	8	1	왈숙네
8	30	6	8	1	왈숙네
8	31	6	8	1	왈숙네
9	25	5	5	2	털보
15	27	5	4	2	떼보
11	28	5	4	2	옥이
22	33	6	6	2	직업전사
20	35	6	6	2	직업도적
24	37	6	6	2	직업술사
26	39	6	6	2	직업도사
28	2313	6	5	2	영혼사
//34	22	37	173	2	초보사냥도우미
//35	22	46	114	2	쥐굴도우미
//37	22	194	124	2	돼지굴도우미
//38	22	101	71	2	곰굴도우미
//39	22	18	164	2	여우굴도우미
//50	22	197	140	2	자호굴도우미
//42	22	149	18	2	해골굴도우미
//44	22	29	27	2	흑해골굴도우미
//46	22	78	35	2	전갈굴도우미
//48	22	41	25	2	백륜동도우미
//51	22	136	204	2	비밀세작도우미
//49	22	37	65	2	흉가도우미
67	888	18	10	2	고구려경비대장
67	888	10	10	2	고구려경비대장
68	888	20	12	2	고구려경비병
68	888	21	12	2	고구려경비병
68	888	20	15	2	고구려경비병
68	888	21	15	2	고구려경비병
68	888	20	18	2	고구려경비병
68	888	21	18	2	고구려경비병
68	888	20	21	2	고구려경비병
68	888	21	21	2	고구려경비병
68	888	20	24	2	고구려경비병
68	888	21	24	2	고구려경비병
68	888	20	27	2	고구려경비병
68	888	21	27	2	고구려경비병
68	888	20	30	2	고구려경비병
68	888	21	30	2	고구려경비병
68	888	20	33	2	고구려경비병
68	888	21	33	2	고구려경비병
68	888	7	12	2	고구려경비병
68	888	8	12	2	고구려경비병
68	888	7	15	2	고구려경비병
68	888	8	15	2	고구려경비병
68	888	7	18	2	고구려경비병
68	888	8	18	2	고구려경비병
68	888	7	21	2	고구려경비병
68	888	8	21	2	고구려경비병
68	888	7	24	2	고구려경비병
68	888	8	24	2	고구려경비병
68	888	7	27	2	고구려경비병
68	888	8	27	2	고구려경비병
68	888	7	30	2	고구려경비병
68	888	8	30	2	고구려경비병
68	888	7	33	2	고구려경비병
68	888	8	33	2	고구려경비병
30	888	14	5	2	고구려왕
180	3170	21	132	2	나무꾼
105	30	25	8	2	주막행자
135	22	112	217	2	남문행자
136	1809	26	4	2	선착행자
189	22	112	93	2	영채

//고구려 제 2 주막
8	2813	6	8	1	왈숙네
8	2814	6	8	1	왈숙네
8	2815	6	8	1	왈숙네
8	2816	6	8	1	왈숙네
8	2817	6	8	1	왈숙네
8	2818	6	8	1	왈숙네
8	2819	6	8	1	왈숙네
8	2820	6	8	1	왈숙네
8	2821	6	8	1	왈숙네
8	2822	6	8	1	왈숙네
